firstSeenAt,lastCheckedAt,dataAsOf,freshestContributorAsOf,pct,dir,agreement,confidence,coverage,nContributing,nDeclared,measuredIngredients
2026-07-28,2026-07-28,2026-06-01,2026-06-05,-0.005322,down,0.505,medium,1,16,16,101
